Customer_Id,Customer_Segment,Customer_Email,Customer_Password,Customer_Street,Customer_City,Customer_State,Customer_Country,Customer_Zipcode,Customer_Name
10759,Home Office,XXXXXXXXX,XXXXXXXXX,577 Rustic Nectar Row,Caguas,PR,Puerto Rico,725.0,Douglas Smith
8541,Home Office,XXXXXXXXX,XXXXXXXXX,5700 Little Circle,Caguas,PR,Puerto Rico,725.0,Mary Smith
3752,Home Office,XXXXXXXXX,XXXXXXXXX,7840 Umber Sky Villas,Caguas,PR,Puerto Rico,725.0,Mary Vega
4673,Home Office,XXXXXXXXX,XXXXXXXXX,7509 Iron Concession,Caguas,PR,Puerto Rico,725.0,Wayne Hodges
5367,Home Office,XXXXXXXXX,XXXXXXXXX,2199 Silver Autumn Key,Caguas,PR,Puerto Rico,725.0,Mary Mccormick
10485,Home Office,XXXXXXXXX,XXXXXXXXX,9470 Shady View Bend,Caguas,PR,Puerto Rico,725.0,Mary Smith
9272,Home Office,XXXXXXXXX,XXXXXXXXX,9366 Silent Nectar Highway,Caguas,PR,Puerto Rico,725.0,Ronald Blackwell
647,Consumer,XXXXXXXXX,XXXXXXXXX,4167 Stony Extension,Caguas,PR,Puerto Rico,725.0,Mary Rios
6398,Consumer,XXXXXXXXX,XXXXXXXXX,7370 Sleepy Way,Caguas,PR,Puerto Rico,725.0,Tammy Smith
4209,Consumer,XXXXXXXXX,XXXXXXXXX,1613 Broad Beach,Caguas,PR,Puerto Rico,725.0,Mary Lara
8917,Consumer,XXXXXXXXX,XXXXXXXXX,4992 Jagged Forest Subdivision,Caguas,PR,Puerto Rico,725.0,Mary Smith
7784,Consumer,XXXXXXXXX,XXXXXXXXX,3216 Red Glade,Caguas,PR,Puerto Rico,725.0,Mary Smith
1425,Consumer,XXXXXXXXX,XXXXXXXXX,3481 Crystal Campus,Caguas,PR,Puerto Rico,725.0,Christina Harvey
2737,Consumer,XXXXXXXXX,XXXXXXXXX,5424 Rustic Anchor Boulevard,Caguas,PR,Puerto Rico,725.0,Mary Smith
6428,Consumer,XXXXXXXXX,XXXXXXXXX,3567 Heather Knoll,Caguas,PR,Puerto Rico,725.0,Mary Smith
6543,Consumer,XXXXXXXXX,XXXXXXXXX,7958 Thunder Apple Street,Caguas,PR,Puerto Rico,725.0,Alexander Smith
3990,Consumer,XXXXXXXXX,XXXXXXXXX,6496 Harvest Highlands,Guayama,PR,Puerto Rico,784.0,Sandra Smith
8524,Consumer,XXXXXXXXX,XXXXXXXXX,1453 Lazy Cider Hill,Caguas,PR,Puerto Rico,725.0,Ruth Farrell
9204,Consumer,XXXXXXXXX,XXXXXXXXX,8713 Quaking Abbey,Caguas,PR,Puerto Rico,725.0,Mary Harris
11761,Consumer,XXXXXXXXX,XXXXXXXXX,1285 Noble Pointe,Caguas,PR,Puerto Rico,725.0,Lauren Coleman
9554,Consumer,XXXXXXXXX,XXXXXXXXX,6314 Honey Canyon,Caguas,PR,Puerto Rico,725.0,Mary Hayes
5118,Consumer,XXXXXXXXX,XXXXXXXXX,1388 Blue Turnabout,Caguas,PR,Puerto Rico,725.0,Mary Smith
5506,Consumer,XXXXXXXXX,XXXXXXXXX,1122 Old Fox Lookout,Caguas,PR,Puerto Rico,725.0,Gregory Smith
1423,Consumer,XXXXXXXXX,XXXXXXXXX,257 Iron Elk Maze,Caguas,PR,Puerto Rico,725.0,Mary Day
138,Consumer,XXXXXXXXX,XXXXXXXXX,9544 Noble Spring Route,Caguas,PR,Puerto Rico,725.0,Mary Dawson
6360,Consumer,XXXXXXXXX,XXXXXXXXX,7094 Misty Wynd,Caguas,PR,Puerto Rico,725.0,Mary Phillips
2053,Consumer,XXXXXXXXX,XXXXXXXXX,1025 Colonial Plaza,Caguas,PR,Puerto Rico,725.0,Ronald Smith
10344,Consumer,XXXXXXXXX,XXXXXXXXX,2839 Grand Timber Canyon,Juana Diaz,PR,Puerto Rico,795.0,Mary Smith
3375,Consumer,XXXXXXXXX,XXXXXXXXX,6174 Wishing Front,Caguas,PR,Puerto Rico,725.0,Mary Sanchez
1339,Consumer,XXXXXXXXX,XXXXXXXXX,9447 Dusty Gate Centre,Caguas,PR,Puerto Rico,725.0,Melissa Mack
7247,Consumer,XXXXXXXXX,XXXXXXXXX,6401 Shady Embers Farms,Caguas,PR,Puerto Rico,725.0,Mary Smith
1273,Consumer,XXXXXXXXX,XXXXXXXXX,595 Indian Path,Caguas,PR,Puerto Rico,725.0,Maria Evans
6277,Consumer,XXXXXXXXX,XXXXXXXXX,1820 Noble Elk Harbour,Caguas,PR,Puerto Rico,725.0,Eugene Smith
7701,Consumer,XXXXXXXXX,XXXXXXXXX,1577 Green Vista,Caguas,PR,Puerto Rico,725.0,James Lawson
4126,Consumer,XXXXXXXXX,XXXXXXXXX,9920 Little Lane,Caguas,PR,Puerto Rico,725.0,John Stokes
9528,Consumer,XXXXXXXXX,XXXXXXXXX,3089 Gentle Horse Chase,Caguas,PR,Puerto Rico,725.0,Mary Flores
1853,Consumer,XXXXXXXXX,XXXXXXXXX,4090 Colonial End,Caguas,PR,Puerto Rico,725.0,Mary Austin
11149,Consumer,XXXXXXXXX,XXXXXXXXX,4601 Amber Grove Hollow,Caguas,PR,Puerto Rico,725.0,Roy Smith
5828,Consumer,XXXXXXXXX,XXXXXXXXX,2127 Middle Goose Mews,Caguas,PR,Puerto Rico,725.0,Katherine Oconnell
6887,Consumer,XXXXXXXXX,XXXXXXXXX,8840 Harvest Towers,Caguas,PR,Puerto Rico,725.0,Mary Smith
4781,Consumer,XXXXXXXXX,XXXXXXXXX,8617 Cinder Mountain Forest,Caguas,PR,Puerto Rico,725.0,Janet Smith
10668,Consumer,XXXXXXXXX,XXXXXXXXX,5087 Crystal Hills Manor,Caguas,PR,Puerto Rico,725.0,Mary Smith
5421,Consumer,XXXXXXXXX,XXXXXXXXX,1548 Lazy Place,Caguas,PR,Puerto Rico,725.0,Mary Carlson
10200,Consumer,XXXXXXXXX,XXXXXXXXX,9009 Merry Nectar Heights,Caguas,PR,Puerto Rico,725.0,Nicole Smith
11254,Consumer,XXXXXXXXX,XXXXXXXXX,4316 Misty Way,Caguas,PR,Puerto Rico,725.0,Sharon Smith
11106,Consumer,XXXXXXXXX,XXXXXXXXX,6324 Lazy Lane,Caguas,PR,Puerto Rico,725.0,Mary Navarro
8456,Consumer,XXXXXXXXX,XXXXXXXXX,9198 Rocky Run,Caguas,PR,Puerto Rico,725.0,Mary Smith
6149,Consumer,XXXXXXXXX,XXXXXXXXX,5736 Heather Byway,Caguas,PR,Puerto Rico,725.0,Matthew Bush
1473,Consumer,XXXXXXXXX,XXXXXXXXX,7334 Umber Expressway,Caguas,PR,Puerto Rico,725.0,Anthony Young
1840,Consumer,XXXXXXXXX,XXXXXXXXX,427 Grand Branch Hill,Caguas,PR,Puerto Rico,725.0,Jerry Smith
6757,Consumer,XXXXXXXXX,XXXXXXXXX,2035 Lazy Diversion,Caguas,PR,Puerto Rico,725.0,Mary Freeman
3972,Consumer,XXXXXXXXX,XXXXXXXXX,4520 Grand Port,Caguas,PR,Puerto Rico,725.0,Laura Bennett
9316,Consumer,XXXXXXXXX,XXXXXXXXX,7489 Green End,Caguas,PR,Puerto Rico,725.0,Megan Sanders
11213,Consumer,XXXXXXXXX,XXXXXXXXX,620 Thunder Creek Towers,Caguas,PR,Puerto Rico,725.0,Mary Black
3474,Consumer,XXXXXXXXX,XXXXXXXXX,555 Lazy Robin Freeway,Caguas,PR,Puerto Rico,725.0,Jack Hatfield
14630,Consumer,XXXXXXXXX,XXXXXXXXX,4722 Round Embers Falls,Caguas,PR,Puerto Rico,725.0,Kirestin Barr
13256,Consumer,XXXXXXXXX,XXXXXXXXX,1836 Cozy View Orchard,Caguas,PR,Puerto Rico,725.0,Nora Downs
14665,Consumer,XXXXXXXXX,XXXXXXXXX,5257 Umber Field,Caguas,PR,Puerto Rico,725.0,Jennifer Stokes
13363,Consumer,XXXXXXXXX,XXXXXXXXX,9079 Dewy Deer Harbour,Caguas,PR,Puerto Rico,725.0,Madonna Ingram
14645,Consumer,XXXXXXXXX,XXXXXXXXX,1284 High Apple Highlands,Caguas,PR,Puerto Rico,725.0,Noelani Hyde
13163,Consumer,XXXXXXXXX,XXXXXXXXX,9816 Grand Hills Knoll,Caguas,PR,Puerto Rico,725.0,Sydnee Nolan
14553,Consumer,XXXXXXXXX,XXXXXXXXX,5301 Blue Street,Caguas,PR,Puerto Rico,725.0,Willa Potter
14287,Consumer,XXXXXXXXX,XXXXXXXXX,7274 Middle Wynd,Caguas,PR,Puerto Rico,725.0,Alma Delgado
13179,Consumer,XXXXXXXXX,XXXXXXXXX,2668 Velvet Row ,Caguas,PR,Puerto Rico,725.0,Ila Knight
13035,Consumer,XXXXXXXXX,XXXXXXXXX,567 Fallen Pines ,Caguas,PR,Puerto Rico,725.0,Belle Booker
14322,Consumer,XXXXXXXXX,XXXXXXXXX,9870 Little Hickory Loop,Caguas,PR,Puerto Rico,725.0,Alyssa Contreras
13196,Consumer,XXXXXXXXX,XXXXXXXXX,5763 Green Crossing ,Caguas,PR,Puerto Rico,725.0,Lani Nash
14604,Consumer,XXXXXXXXX,XXXXXXXXX,4854 Tawny Cove,Caguas,PR,Puerto Rico,725.0,Demetria Jarvis
12961,Consumer,XXXXXXXXX,XXXXXXXXX,8297 Golden Green ,Caguas,PR,Puerto Rico,725.0,Joan Nixon
14676,Consumer,XXXXXXXXX,XXXXXXXXX,7293 Lazy Hill,Caguas,PR,Puerto Rico,725.0,Gay Harper
14087,Consumer,XXXXXXXXX,XXXXXXXXX,8967 Sleepy Lane,Caguas,PR,Puerto Rico,725.0,Audrey Acosta
13194,Consumer,XXXXXXXXX,XXXXXXXXX,6370 Emerald Row ,Caguas,PR,Puerto Rico,725.0,Riley Jones
14513,Consumer,XXXXXXXXX,XXXXXXXXX,3065 Foggy Horse Port,Caguas,PR,Puerto Rico,725.0,Imani Kelly
13461,Consumer,XXXXXXXXX,XXXXXXXXX,1393 Umber Sky Estates,Caguas,PR,Puerto Rico,725.0,Mechelle Parker
14510,Consumer,XXXXXXXXX,XXXXXXXXX,5493 Burning Horse Heath,Caguas,PR,Puerto Rico,725.0,Imani Castaneda
13190,Consumer,XXXXXXXXX,XXXXXXXXX,529 Blue Grove Rise,Caguas,PR,Puerto Rico,725.0,Whitney Henderson
14508,Consumer,XXXXXXXXX,XXXXXXXXX,4462 Little Lagoon Route,Caguas,PR,Puerto Rico,725.0,Roanna Martin
14472,Consumer,XXXXXXXXX,XXXXXXXXX,9854 Jagged Impasse,Caguas,PR,Puerto Rico,725.0,Vivian Hays
14562,Consumer,XXXXXXXXX,XXXXXXXXX,5336 Sleepy Sky Common,Caguas,PR,Puerto Rico,725.0,Xantha Brock
13206,Consumer,XXXXXXXXX,XXXXXXXXX,3836 Blue Brook Stead,Caguas,PR,Puerto Rico,725.0,Zia Davis
13080,Consumer,XXXXXXXXX,XXXXXXXXX,4896 Honey Wood ,Caguas,PR,Puerto Rico,725.0,Mara Duffy
14633,Consumer,XXXXXXXXX,XXXXXXXXX,4592 Grand Timber Ramp,Caguas,PR,Puerto Rico,725.0,Sloane Long
14097,Consumer,XXXXXXXXX,XXXXXXXXX,146 Middle Terrace,Caguas,PR,Puerto Rico,725.0,Winifred Alexander
13024,Consumer,XXXXXXXXX,XXXXXXXXX,3710 Little Nook ,Caguas,PR,Puerto Rico,725.0,Giselle Farrell
778,Consumer,XXXXXXXXX,XXXXXXXXX,9598 Cinder Close,Caguas,PR,Puerto Rico,725.0,John Buckley
7146,Consumer,XXXXXXXXX,XXXXXXXXX,6998 Old Treasure Crossing,Caguas,PR,Puerto Rico,725.0,Nancy Curry
6365,Consumer,XXXXXXXXX,XXXXXXXXX,100 Jagged Cloud Pathway,Caguas,PR,Puerto Rico,725.0,Mary Smith
8422,Consumer,XXXXXXXXX,XXXXXXXXX,8110 Old Place,Caguas,PR,Puerto Rico,725.0,Wayne Crawford
3784,Consumer,XXXXXXXXX,XXXXXXXXX,9221 Cotton Butterfly Terrace,Caguas,PR,Puerto Rico,725.0,Mary Sharp
10519,Consumer,XXXXXXXXX,XXXXXXXXX,4110 Quaking Abbey,Caguas,PR,Puerto Rico,725.0,Mary Smith
7132,Consumer,XXXXXXXXX,XXXXXXXXX,6574 Shady Horse Wood,Caguas,PR,Puerto Rico,725.0,David Guerra
3709,Consumer,XXXXXXXXX,XXXXXXXXX,4555 Amber Apple Cape,Caguas,PR,Puerto Rico,725.0,Mary Padilla
1509,Consumer,XXXXXXXXX,XXXXXXXXX,3675 Emerald Goose Bank,Freeport,NY,EE. UU.,11520.0,Patricia Petersen
1636,Consumer,XXXXXXXXX,XXXXXXXXX,9375 Harvest Circuit,Fort Washington,MD,EE. UU.,20744.0,Julie Petersen
2784,Consumer,XXXXXXXXX,XXXXXXXXX,3993 Thunder Hills Port,Bakersfield,CA,EE. UU.,93304.0,Lisa Smith
9174,Consumer,XXXXXXXXX,XXXXXXXXX,9414 Thunder Island Court,Corona,NY,EE. UU.,11368.0,Tyler Smith
122,Consumer,XXXXXXXXX,XXXXXXXXX,7573 Cozy Goose Road,Cincinnati,OH,EE. UU.,45238.0,Karen Smith
3800,Consumer,XXXXXXXXX,XXXXXXXXX,5985 Silent Leaf Vale,Germantown,MD,EE. UU.,20874.0,Shawn Smith
10029,Consumer,XXXXXXXXX,XXXXXXXXX,1230 Crystal Lookout,Carrollton,TX,EE. UU.,75006.0,Mary Silva
2805,Consumer,XXXXXXXXX,XXXXXXXXX,6350 Lost Hollow,Houston,TX,EE. UU.,77093.0,Willie Smith
12253,Consumer,XXXXXXXXX,XXXXXXXXX,4898 Red Butterfly Autoroute,Carlisle,PA,EE. UU.,17013.0,Mary Chan
3528,Consumer,XXXXXXXXX,XXXXXXXXX,7312 Crystal Willow Villas,Los Angeles,CA,EE. UU.,90023.0,Nicole Brooks
11018,Consumer,XXXXXXXXX,XXXXXXXXX,9595 Blue Promenade,Ewa Beach,HI,EE. UU.,96706.0,Bruce Smith
3222,Consumer,XXXXXXXXX,XXXXXXXXX,1790 Noble Brook Run,Lakewood,NJ,EE. UU.,8701.0,Mary Williams
6246,Consumer,XXXXXXXXX,XXXXXXXXX,2459 Round Spring Towers,Rome,NY,EE. UU.,13440.0,Melissa Ramirez
8741,Consumer,XXXXXXXXX,XXXXXXXXX,690 Colonial Pine Passage,Vista,CA,EE. UU.,92083.0,Gregory Smith
8050,Consumer,XXXXXXXXX,XXXXXXXXX,739 Jagged Goose Street,Fort Worth,TX,EE. UU.,76106.0,Elizabeth Smith
5474,Consumer,XXXXXXXXX,XXXXXXXXX,29 Gentle Spring Mews,Fond Du Lac,WI,EE. UU.,54935.0,Mary Sanchez
474,Consumer,XXXXXXXXX,XXXXXXXXX,5532 Tawny Pines,Philadelphia,PA,EE. UU.,19139.0,Mary Patton
12255,Consumer,XXXXXXXXX,XXXXXXXXX,4502 Hazy Run,Ontario,CA,EE. UU.,91764.0,Mary Davis
10288,Consumer,XXXXXXXXX,XXXXXXXXX,6026 Stony Elk Hill,Oviedo,FL,EE. UU.,32765.0,Mark Smith
4717,Consumer,XXXXXXXXX,XXXXXXXXX,4903 Lazy Parkway,Buffalo,NY,EE. UU.,14221.0,Mary Sanders
4799,Consumer,XXXXXXXXX,XXXXXXXXX,3902 Foggy Swale,Honolulu,HI,EE. UU.,96822.0,Paul Jensen
4533,Consumer,XXXXXXXXX,XXXXXXXXX,990 Dewy Crest,Oceanside,CA,EE. UU.,92056.0,Walter Chavez
12383,Consumer,XXXXXXXXX,XXXXXXXXX,9899 Hazy Falls,North Tonawanda,NY,EE. UU.,14120.0,Joyce Phillips
3518,Consumer,XXXXXXXXX,XXXXXXXXX,7449 Merry Chase,Clovis,CA,EE. UU.,93611.0,Daniel Smith
4674,Consumer,XXXXXXXXX,XXXXXXXXX,7694 Velvet Turnabout,Jamaica,NY,EE. UU.,11434.0,Mary Lynn
8519,Consumer,XXXXXXXXX,XXXXXXXXX,1585 Stony Rabbit Hollow,Granite City,IL,EE. UU.,62040.0,Pamela Michael
5302,Consumer,XXXXXXXXX,XXXXXXXXX,2289 Cozy Promenade,Medford,MA,EE. UU.,2155.0,Betty Smith
3594,Consumer,XXXXXXXXX,XXXXXXXXX,830 Clear Sky Vale,Pomona,CA,EE. UU.,91766.0,Mary Smith
9890,Consumer,XXXXXXXXX,XXXXXXXXX,2833 Clear Valley,Tempe,AZ,EE. UU.,85281.0,Christian Luna
1410,Consumer,XXXXXXXXX,XXXXXXXXX,4682 Cozy Freeway,Santa Ana,CA,EE. UU.,92703.0,Mary Smith
7521,Consumer,XXXXXXXXX,XXXXXXXXX,4196 Noble Beacon Mews,York,PA,EE. UU.,17402.0,Mary Ortega
